DENOM_CIA,CNPJ_CIA,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
POSITIVO TECNOLOGIA S.A.,81.243.735/0001-48,98795.0,124792.0,137406.0,4797.0,171145.0,71076.0,107677.0,143189.0,323778.0,345493.0,674986.0
PRINER SERVIÇOS INDUSTRIAIS S.A.,18.593.815/0001-97,0.0,0.0,0.0,0.0,21577.0,4677.0,29778.0,27464.0,17011.0,41402.0,130756.0
PRIO S.A.,10.629.105/0001-68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387214.0,1763335.0,2992530.0,4770469.0
PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,02.291.077/0001-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4847.0,5847.0
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,45.453.214/0001-51,92248.0,84931.0,36190.0,74651.0,95666.0,20207.0,88647.0,190297.0,222573.0,256594.0,381166.0
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,11.992.680/0001-93,241606.0,408768.0,620030.0,643799.0,709874.0,836847.0,979639.0,985315.0,976708.0,999629.0,777708.0
QUALITY SOFTWARE S.A.,35.791.391/0001-94,0.0,0.0,0.0,14126918.0,9887981.0,861259.0,10615700.0,11697192.0,22388346.0,20649462.0,36863798.0
RAIA DROGASIL S.A.,61.585.865/0001-51,284951.0,308570.0,0.0,728561.0,979972.0,1130498.0,1135644.0,2130872.0,2064811.0,2658844.0,3312528.0
RANDON S.A. IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,280179.0,563893.0,490463.0,161878.0,142717.0,308227.0,559733.0,685852.0,1194398.0,1326465.0,1504964.0
RAÍZEN S.A.,33.453.598/0001-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4617782.0,2861337.0,12539831.0
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,56406.0,158028.0,121932.0,558685.0,-656522.0,-776113.0,-522727.0,-546429.0,9942.0,315827.0,1056165.0
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,0.0,0.0,174266.0,249186.0,228511.0,95780.0,350601.0,0.0,0.0,0.0,0.0
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,131035.0,163900.0,86609.0,13186.0,-61139.0,-75153.0,-28311.0,12967.0,16758.0,25055.0,53890.0
ROMI S.A.,56.720.428/0001-63,0.0,0.0,0.0,0.0,0.0,0.0,79334.0,138041.0,143715.0,253924.0,321884.0
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,42551.0,214341.0,-344157.0,-317061.0,-292287.0,-418023.0,0.0,0.0,0.0,0.0,0.0
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,0.0,0.0,0.0,0.0,0.0,0.0,-427388.0,-288181.0,-375144.0,-267784.0,-361504.0
RUMO MALHA NORTE S.A.,24.962.466/0001-36,727398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUMO S.A.,02.387.241/0001-60,1687538.0,1739514.0,986147.0,1037679.0,1579047.0,2757026.0,3242049.0,3829428.0,3664008.0,3350417.0,5003117.0
SAFIRA HOLDING S.A.,13.522.948/0001-59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26300.0,36829.0
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,551717.0,528000.0,292905.0,146611.0,87389.0,164572.0,189535.0,221635.0,211894.0,563980.0,809945.0
SAO MARTINHO S.A.,51.466.860/0001-56,580714.0,651932.0,549923.0,930247.0,1077145.0,1300753.0,1695263.0,1734643.0,2435750.0,2937204.0,4038966.0
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2212000.0,2605000.0,0.0,0.0
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64860.0,113490.0,182321.0,216690.0
SER EDUCACIONAL S.A.,04.986.320/0001-13,89858.0,157037.0,253972.0,274198.0,357272.0,321125.0,312033.0,391176.0,488845.0,362336.0,190090.0
SLC AGRICOLA S.A.,89.096.457/0001-55,243187.0,265996.0,290717.0,392301.0,214557.0,684959.0,768988.0,664522.0,900616.0,2059237.0,2683107.0
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,0.0,0.0,0.0,0.0,172426.0,178185.0,689406.0,634057.0,310443.0,431574.0,1167671.0
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,207734.0,155098.0,189685.0,233024.0,246600.0,254605.0,337962.0,170579.0,143174.0,212934.0,-151494.0
SUZANO S.A.,16.404.287/0001-55,1271625.0,1864953.0,2445701.0,4489461.0,2720611.0,4660683.0,6568982.0,7069525.0,15159762.0,25218287.0,29649558.0
T4F ENTRETENIMENTO S.A.,02.860.694/0001-62,5156.0,7897.0,-46081.0,41676.0,64624.0,75013.0,37442.0,-30349.0,-62136.0,-48787.0,40224.0
TAURUS ARMAS S.A.,92.781.335/0001-02,115404.0,51336.0,-59517.0,-25627.0,-63999.0,-125803.0,78972.0,128039.0,461461.0,1002370.0,792160.0
TC S.A.,26.345.998/0001-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18273.0,-121658.0
TECHNOS S.A.,09.295.063/0001-97,59334.0,38882.0,53068.0,17980.0,-4777.0,-15111.0,-14184.0,-138900.0,-20703.0,41759.0,45852.0
TECNISA S.A.,08.065.557/0001-12,-141825.0,349378.0,207282.0,268056.0,-455211.0,-464405.0,-209001.0,-204252.0,-135278.0,-116201.0,34117.0
TEGMA GESTAO LOGISTICA S.A.,02.351.144/0001-18,186735.0,139900.0,161776.0,72047.0,86776.0,136853.0,182706.0,268411.0,129634.0,149424.0,223307.0
TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,40.337.136/0001-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80717.0,61908.0
TIM S.A.,02.421.421/0001-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8341929.0,0.0,9987091.0
TOTVS S.A.,53.113.791/0001-22,378048.0,401582.0,436004.0,331968.0,343917.0,294493.0,259439.0,472237.0,598125.0,773632.0,877203.0
TPI - TRIUNFO PARTICIP. E INVEST. S.A.,03.014.553/0001-91,854015.0,442397.0,-35396.0,1052218.0,696743.0,784070.0,193258.0,362063.0,654735.0,446383.0,419640.0
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07.859.971/0001-30,1089028.0,1322850.0,1516994.0,1539294.0,1374547.0,930186.0,1436255.0,1418195.0,3209985.0,3457905.0,2466266.0
TRISUL S.A.,08.811.643/0001-27,59574.0,76913.0,48263.0,38971.0,14273.0,54269.0,93859.0,171588.0,199909.0,159848.0,115639.0
TRÊS TENTOS AGROINDUSTRIAL S/A,94.813.102/0001-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575397.0
ULTRAPAR PARTICIPACOES S.A.,33.256.439/0001-39,2417131.0,2917977.0,3157935.0,3953293.0,4216724.0,4063544.0,2697064.0,2433112.0,3035601.0,2683214.0,4369593.0
UNICASA INDÚSTRIA DE MÓVEIS S.A.,90.441.460/0001-48,0.0,22193.0,-5291.0,18696.0,-19824.0,-4107.0,10482.0,28741.0,26452.0,39582.0,35345.0
UNIFIQUE TELECOMUNICAÇÕES S.A.,02.255.187/0001-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139153.0,225570.0,344836.0
USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60.894.730/0001-05,859243.0,1773313.0,1821345.0,-2317507.0,994899.0,2055721.0,2171806.0,1944296.0,3928688.0,12473203.0,3569102.0
VALE S.A.,33.592.510/0001-54,23393619.0,42390063.0,27682053.0,-14848128.0,37179596.0,46376036.0,55414679.0,16990508.0,68746834.0,157714000.0,106712000.0
VALID SOLUÇÕES S.A.,33.113.309/0001-47,199412.0,184134.0,236995.0,281283.0,225343.0,206652.0,269750.0,265719.0,42793.0,288953.0,421977.0
"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",23.373.000/0001-32,0.0,0.0,0.0,0.0,0.0,0.0,425407.0,527624.0,638774.0,1049744.0,1933140.0
VESTE S.A. ESTILO,49.669.856/0001-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82508.0,-1060895.0,-525006.0,383344.0
VIA S.A.,33.041.260/0652-90,0.0,0.0,0.0,0.0,0.0,1361000.0,685000.0,0.0,0.0,0.0,0.0
VIA VAREJO S.A.,33.041.260/0652-90,1412305.0,2393584.0,2270000.0,938000.0,936000.0,0.0,0.0,0.0,0.0,0.0,0.0
VIBRA ENERGIA S/A,34.274.233/0001-02,0.0,0.0,0.0,0.0,0.0,2574000.0,2803000.0,1881000.0,5103000.0,3165000.0,4514000.0
VITTIA S.A.,45.365.558/0001-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73383.0,108661.0,153393.0,197020.0
VIVARA PARTICIPAÇÕES S.A.,33.839.910/0001-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322055914.0,263351381.0,366516470.0,490313487.0
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,-336259.0,-127619.0,-146922.0,-153727.0,-242723.0,-94666.0,0.0,0.0,0.0,0.0,0.0
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,0.0,0.0,0.0,0.0,0.0,0.0,-81863.0,-161489.0,-143437.0,-48924.0,-44347.0
VULCABRAS S.A.,50.926.955/0001-42,5816.0,72544.0,114102.0,109513.0,186108.0,296528.0,222060.0,222445.0,112244.0,398859.0,525820.0
WEG S.A.,84.429.695/0001-11,1016748.0,1230032.0,1344829.0,1477603.0,1406931.0,1466287.0,1824054.0,2244517.0,3267683.0,4678521.0,5617144.0
WILSON SONS S.A.,33.130.691/0001-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653563.0,793831.0,868942.0
YDUQS PARTICIPACOES S.A.,08.807.432/0001-10,209899.0,320279.0,532584.0,680406.0,650977.0,737783.0,967392.0,1260967.0,895315.0,1225604.0,1325955.0
3R PETROLEUM ÓLEO E GÁS S.A.,12.091.809/0001-55,,,,,,,,96970.0,771817.0,2713458.0,1570700.0
AES BRASIL ENERGIA S.A.,37.663.076/0001-07,,,,,,,,,,2339878.0,4778502.0
AGROGALAXY PARTICIPAÇÕES S.A.,21.240.146/0001-84,,,,,,,,1155964.0,3206373.0,5405111.0,8207602.0
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,42.771.949/0001-35,,,,,,,,417043.0,568932.0,489288.0,484284.0
ALLIED TECNOLOGIA S.A.,20.247.322/0001-47,,,,,,,,2255032.0,2724356.0,3340588.0,2567150.0
"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",60.537.263/0001-66,,,,,,,,249139.0,202979.0,276892.0,274860.0
ALPARGATAS S.A.,61.079.117/0001-05,1838987.0,2184259.0,2138855.0,2208631.0,2262005.0,2439913.0,2389312.0,2610134.0,2679455.0,3224388.0,3773385.0
ALPHAVILLE S.A.,16.811.931/0001-00,,,,,,,,808547.0,947064.0,658848.0,667590.0
ALUPAR INVESTIMENTO S/A,08.364.948/0001-38,1864685.0,2119759.0,2168072.0,2320219.0,2577166.0,3597227.0,4986366.0,5441876.0,4084394.0,4400677.0,5373445.0
AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,12.648.266/0001-24,,,,,,,,226260.0,866279.0,1500173.0,4394313.0
ANIMA HOLDING S.A.,09.288.252/0001-32,59431.0,587789.0,336008.0,394124.0,434042.0,410012.0,408194.0,455922.0,2106414.0,1311929.0,2379589.0
AREZZO INDÚSTRIA E COMÉRCIO S.A.,16.590.234/0001-76,513562.0,553093.0,618653.0,658203.0,706229.0,855237.0,842001.0,980665.0,1564868.0,1646786.0,2383445.0
"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",00.242.184/0001-04,,,,,,,,,,1897148.0,1290609.0
ATACADÃO S.A.,75.315.333/0001-09,,,,,13761000.0,16758000.0,17898000.0,22155000.0,25413000.0,30838000.0,42747000.0
AURA MINERALS INC.,07.857.093/0001-14,,,,,,,,888722.0,1129517.0,1520417.0,1292025.0
AUREN ENERGIA S.A.,28.594.234/0001-23,,,,,,,,,,2351999.0,6268496.0
AZUL S.A.,09.305.994/0001-29,,,,,1910326.0,3304341.0,3521798.0,4138731.0,5417423.0,5846336.0,4871936.0
BAHEMA EDUCAÇÃO S.A.,45.987.245/0001-92,57452.0,50658.0,,,,41089.0,19243.0,52738.0,63701.0,52082.0,42728.0
BEMOBI MOBILE TECH S.A.,09.042.817/0001-05,,,,,,,,,220219.0,902728.0,879896.0
BIOMM S.A.,04.752.991/0001-10,1314.0,94802.0,110965.0,130406.0,51491.0,64367.0,109853.0,148074.0,200896.0,141785.0,183511.0
BLAU FARMACÊUTICA S.A.,58.430.828/0001-60,,,,,,246332.0,429686.0,501158.0,800495.0,1696474.0,1677861.0
BOA SAFRA SEMENTES S.A.,10.807.374/0001-77,,,,,,,,,,,959476.0
BRADESPAR S.A.,03.847.461/0001-92,883604.0,1117283.0,948974.0,377977.0,1809333.0,1790505.0,564861.0,554523.0,415287.0,294709.0,649872.0
BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,07.628.528/0001-59,219156.0,271559.0,238087.0,448837.0,242594.0,171102.0,372279.0,440827.0,642464.0,1761206.0,1588564.0
BRASKEM S.A.,42.150.391/0001-70,12692327.0,14997128.0,14761199.0,17498487.0,16256252.0,17992328.0,21383867.0,23389554.0,34190244.0,39293445.0,34457656.0
BRF S.A.,01.838.723/0001-27,11589980.0,13242523.0,17488245.0,19180049.0,18893738.0,19185523.0,19030900.0,15045427.0,22911984.0,26243123.0,26504346.0
BRISANET PARTICIPAÇÕES S.A.,19.796.586/0001-70,,,,,,,,,286999.0,1216939.0,784401.0
BRQ SOLUCOES EM INFORMATICA S.A.,36.542.025/0001-64,,,131960.0,122010.0,111566.0,116833.0,158337.0,165624.0,233364.0,277376.0,296272.0
C&A MODAS S.A.,45.242.914/0001-05,,,,,,,2195569.0,2999575.0,3519978.0,3929398.0,4753223.0
CAMIL ALIMENTOS S.A.,64.904.295/0001-03,,,,,,2379833.0,2291114.0,2483575.0,2700181.0,3804035.0,4829110.0
CCR S.A.,02.846.056/0001-97,1603684.0,1824915.0,2531046.0,3704623.0,4244386.0,6424592.0,4740722.0,7131926.0,8128080.0,7909456.0,12621169.0
CENTRAIS ELET BRAS S.A. - ELETROBRAS,00.001.180/0001-26,44342543.0,39079834.0,30551193.0,29437396.0,29272652.0,37358727.0,46845413.0,40718463.0,45191737.0,39744996.0,49623127.0
CENTRAIS ELET DE SANTA CATARINA S.A.,83.878.892/0001-55,1374473.0,1674070.0,5197493.0,3589141.0,3765539.0,3872617.0,4353420.0,2358072.0,3955299.0,3765568.0,3678616.0
CENTRO DE IMAGEM DIAGNOSTICOS S.A.,42.771.949/0001-35,,,,215926.0,494429.0,401554.0,399736.0,,,,
CIA BRASILEIRA DE DISTRIBUICAO,47.508.411/0001-56,17250684.0,18609735.0,24133000.0,24960000.0,31651000.0,33220000.0,36304000.0,19968000.0,17641000.0,17872000.0,28559000.0
CIA ENERGETICA DE MINAS GERAIS - CEMIG,17.155.730/0001-64,11990079.0,6668783.0,6554378.0,9376738.0,8285470.0,8537303.0,27796074.0,10137408.0,15456200.0,12949150.0,13465203.0
CIA FERRO LIGAS DA BAHIA - FERBASA,15.141.799/0001-03,629037.0,631020.0,680824.0,677454.0,658305.0,888379.0,810408.0,693753.0,774743.0,1401854.0,1694947.0
CIA FIACAO TECIDOS CEDRO CACHOEIRA,17.245.234/0001-00,214131.0,270906.0,249297.0,182354.0,208059.0,225653.0,308801.0,315249.0,295748.0,422285.0,486119.0
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,4699255.0,4680284.0,5218176.0,6933397.0,4402990.0,5701834.0,6677846.0,7909196.0,11407431.0,11189872.0,9327249.0
CIA SANEAMENTO BASICO EST SAO PAULO,43.776.517/0001-80,3336865.0,,,,,,,,,,
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,1249230.0,1100038.0,1189401.0,1513416.0,1724671.0,1703307.0,1858188.0,1842796.0,2004368.0,2563011.0,2449939.0
CM HOSPITALAR S.A,12.420.164/0001-57,,,,,,,,,2870295.0,4587414.0,5633112.0
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,540543.0,835079.0,1450571.0,1641615.0,2645028.0,3536141.0,5563269.0,4478450.0,9272019.0,6967942.0,5059727.0
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,,,,,,,,,3405147.0,4454983.0,4270276.0
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,3026777.0,1946468.0,1579102.0,1369130.0,1217370.0,1412729.0,1787860.0,2506366.0,2758896.0,2815936.0,2008988.0
COSAN S.A.,50.746.577/0001-15,4715135.0,10110284.0,3408388.0,5165823.0,6303857.0,7780048.0,7589545.0,11336691.0,11436399.0,27293183.0,25577934.0
CPFL ENERGIA S.A.,02.429.144/0001-93,5630196.0,7264323.0,9214704.0,12508652.0,11379187.0,9581212.0,9402316.0,10340630.0,13811803.0,15552504.0,15180037.0
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,,,,,,,,198523.0,446473.0,1302377.0,1121194.0
CSN MINERAÇÃO S.A.,08.902.291/0001-15,,,,,,,,2646339.0,6597075.0,12797847.0,9617117.0
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,,,,,,,,284278.0,295498.0,367573.0,416185.0
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,3160189.0,1590167.0,1434367.0,898826.0,1680344.0,2643709.0,2899644.0,4933448.0,5507858.0,3747849.0,4670170.0
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,,,,,,,,1076856.0,1352511.0,1874318.0,2063522.0
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,1373903.0,1740282.0,1995866.0,2181916.0,2639039.0,3632800.0,4633122.0,4484269.0,3124219.0,2982947.0,1962441.0
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,9737751.0,8689340.0,8643734.0,8438709.0,7916960.0,6640859.0,5919562.0,5353358.0,6058633.0,7960916.0,9166995.0
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,,,,,,,,248761.0,483022.0,394550.0,411100.0
DESKTOP S.A.,08.170.849/0001-15,,,,,,,,,119360.0,545909.0,393219.0
DEXCO S.A.,97.837.181/0001-47,,,,,,3023458.0,3651832.0,3514047.0,4220022.0,4661437.0,5173901.0
DEXXOS PARTICIPAÇÕES S.A.,02.193.750/0001-52,189064.0,289269.0,289442.0,308740.0,326023.0,185617.0,261122.0,268747.0,349138.0,851191.0,778648.0
DIAGNOSTICOS DA AMERICA S.A.,61.486.650/0001-83,993438.0,1438626.0,1430187.0,1352144.0,1531793.0,1576451.0,2293631.0,2273109.0,4210871.0,6867533.0,7722005.0
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,92.665.611/0001-77,401204.0,421167.0,508347.0,539884.0,590440.0,705024.0,727126.0,851138.0,1376502.0,1395084.0,1558547.0
DIRECIONAL ENGENHARIA S.A.,16.614.075/0001-00,2450571.0,2441768.0,2720652.0,2434863.0,2518272.0,2351425.0,2251114.0,2333425.0,2666332.0,2856340.0,2777103.0
DOTZ S.A.,18.174.270/0001-84,,,,,,,,202642.0,144388.0,341077.0,251428.0
DURATEX S.A.,97.837.181/0001-47,2364965.0,2588905.0,2795554.0,2767638.0,3214706.0,,,,,,
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,04.149.454/0001-80,1309781.0,1366878.0,922700.0,1118135.0,1150717.0,2139393.0,3088525.0,2327040.0,1750088.0,2593505.0,2066402.0
ELETROMIDIA S.A.,09.347.516/0001-81,,,,,,,,106132.0,188366.0,742348.0,410827.0
EMBRAER S.A.,07.689.002/0001-89,10965068.0,13511893.0,15434358.0,25035864.0,22102148.0,23326892.0,27398394.0,34548654.0,31946046.0,32790163.0,30036698.0
EMPREENDIMENTOS PAGUE MENOS S.A.,06.626.253/0001-51,,,,,,,,,,,4127912.0
ENAUTA PARTICIPAÇÕES S.A.,11.669.021/0001-10,1100063.0,1284223.0,1339715.0,1337343.0,1433910.0,2277177.0,2241102.0,2075889.0,1891856.0,3991668.0,2960187.0
ENERGISA S.A.,00.864.214/0001-06,1588115.0,1370079.0,7291871.0,5879295.0,6347068.0,7098724.0,11037151.0,9858353.0,13594051.0,16109077.0,14724256.0
ENEVA S.A,04.423.567/0001-21,1100728.0,747842.0,944708.0,921556.0,1249601.0,1877257.0,2146628.0,2825850.0,2930402.0,3189501.0,5583686.0
ENGIE BRASIL ENERGIA S.A.,02.474.103/0001-19,1985305.0,2338458.0,3284956.0,4443105.0,3355091.0,3735779.0,4556677.0,6745671.0,7733297.0,8517934.0,7378528.0
ENJOEI S.A.,16.922.038/0001-51,,,,,,,,16330.0,506654.0,418705.0,357013.0
EQUATORIAL ENERGIA S.A.,03.220.438/0001-73,3378976.0,3081199.0,4386824.0,5158351.0,5927532.0,7494200.0,9429564.0,11419027.0,14645300.0,21690029.0,21689299.0
ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL,61.092.037/0001-81,426031.0,389943.0,395451.0,412320.0,356975.0,297457.0,270001.0,232558.0,486081.0,740202.0,715330.0
EUCATEX S.A. INDUSTRIA E COMERCIO,56.643.018/0001-66,352103.0,436986.0,437094.0,467223.0,467471.0,475101.0,627636.0,685179.0,934150.0,1260871.0,1358091.0
EVEN CONSTRUTORA E INCORPORADORA S.A.,43.470.988/0001-65,3249526.0,3443310.0,3205006.0,3607509.0,4008990.0,3936596.0,3826031.0,3550720.0,3798373.0,4343892.0,5100052.0
EZ TEC EMPREEND. E PARTICIPACOES S.A.,08.312.229/0001-73,1330295.0,1595657.0,1993175.0,1779434.0,2263087.0,1713909.0,1644936.0,2444496.0,2147664.0,2203071.0,2337621.0
FERTILIZANTES HERINGER S.A. - EM RECUPERAÇÃO JUDICIAL,22.266.175/0001-88,2226307.0,,,,,,,,,,
FLEURY S.A.,60.840.055/0001-31,662858.0,1054646.0,1017434.0,1132210.0,933225.0,1267037.0,1434206.0,1485200.0,1880199.0,1742471.0,2391404.0
FRAS-LE S.A.,88.610.126/0001-29,478854.0,502509.0,514977.0,512512.0,796359.0,864781.0,782109.0,730261.0,1446975.0,1611991.0,2289336.0
GAFISA S.A.,01.545.826/0001-07,7218690.0,5679907.0,4691211.0,4316764.0,3400200.0,1732925.0,1683371.0,1800168.0,2542887.0,2909195.0,3969282.0
GERDAU S.A.,33.611.500/0001-19,16410397.0,18177222.0,20682739.0,22177498.0,17796740.0,17982113.0,17503082.0,18235713.0,23409453.0,32640477.0,31257422.0
GETNINJAS S.A.,14.127.813/0001-51,,,,,,,,,,,277966.0
GOL LINHAS AEREAS INTELIGENTES S.A.,06.164.253/0001-87,2087983.0,3565709.0,2986198.0,2461566.0,2080714.0,3344998.0,3310835.0,4927377.0,3245351.0,2688041.0,2993543.0
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,09.229.201/0001-30,,,,,,,,,2143790.0,3434659.0,5198747.0
GRENDENE S.A.,89.850.341/0001-60,1633258.0,1694062.0,1906527.0,1908661.0,2492979.0,2846997.0,2930313.0,2654724.0,3202874.0,3058563.0,2968359.0
GRUPO CASAS BAHIA S.A.,33.041.260/0652-90,,,,,,,,12452000.0,19248000.0,18464000.0,17123000.0
GRUPO DE MODA SOMA S.A.,10.285.590/0001-08,,,,,,,,671728.0,1519659.0,2799026.0,3338292.0
GRUPO MATEUS S.A.,24.990.777/0001-09,,,,,,,,2780285.0,6066016.0,6272157.0,8800267.0
GRUPO SBF S.A.,13.217.485/0001-11,,,,,,,832866.0,1560576.0,3289039.0,3617346.0,4526488.0
GUARARAPES CONFECCOES S.A.,08.402.943/0001-52,2372135.0,2619343.0,3563606.0,4131787.0,4776437.0,5037500.0,6519660.0,7509236.0,8701056.0,8832709.0,10203609.0
HELBOR EMPREENDIMENTOS S.A.,49.263.189/0001-02,2231996.0,3235607.0,3018678.0,3812225.0,3914591.0,3654495.0,2645322.0,3489631.0,3178735.0,2669440.0,3006275.0
HIDROVIAS DO BRASIL S.A.,12.648.327/0001-53,161640.0,143554.0,215213.0,459662.0,339521.0,318058.0,1419900.0,1246394.0,1427511.0,1226381.0,1289370.0
HOSPITAL MATER DEI S.A.,16.676.520/0001-59,,,,,,,,,,1749711.0,1160148.0
HYPERA S.A.,02.932.074/0001-91,4011689.0,3774193.0,4825420.0,9771757.0,5351683.0,3927541.0,4318253.0,4736212.0,7899047.0,6491633.0,8530120.0
IGUA SANEAMENTO S.A.,08.159.965/0001-33,217706.0,258435.0,321429.0,268528.0,254988.0,357374.0,556947.0,529163.0,839816.0,895277.0,1335598.0
INDUSTRIAS ROMI S.A.,56.720.428/0001-63,868278.0,784796.0,722504.0,703173.0,622374.0,592193.0,,,,,
INFRACOMMERCE CXAAS S.A.,38.456.921/0001-36,,,,,,,,,231494.0,882799.0,997882.0
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,17.314.329/0001-20,34068.0,73741.0,264848.0,964661.0,348983.0,372525.0,458305.0,556279.0,723491.0,654936.0,684625.0
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,03.758.318/0001-24,1732933.0,2313125.0,1667918.0,1178519.0,1281081.0,1493715.0,1785610.0,4832010.0,6303152.0,3370129.0,3453077.0
IOCHPE MAXION S.A.,61.156.113/0001-75,2154873.0,2218944.0,2257929.0,2727855.0,2364711.0,3048763.0,3523802.0,3357621.0,5161926.0,6847514.0,7886325.0
IRANI PAPEL E EMBALAGEM S.A.,92.791.243/0001-03,249672.0,347936.0,396486.0,377185.0,444287.0,345461.0,386646.0,503864.0,771598.0,958723.0,1505181.0
JALLES MACHADO S.A.,02.635.522/0001-95,,,,,,,,,804998.0,1770221.0,1996487.0
JBS S.A.,02.916.265/0001-60,19383399.0,28913483.0,37542232.0,49810038.0,33919805.0,36105544.0,36899549.0,41924374.0,60537299.0,83925962.0,79391070.0
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,1557346.0,1726986.0,1327194.0,1881373.0,1162738.0,321996.0,657085.0,930319.0,1859590.0,2041760.0,3257709.0
JSL S.A.,52.548.435/0001-79,1378852.0,2040270.0,2854393.0,3371043.0,2716700.0,4488461.0,7191320.0,8910832.0,1900423.0,2654515.0,2406151.0
KEPLER WEBER S.A.,91.983.056/0001-69,261648.0,327238.0,411536.0,363849.0,315828.0,304324.0,316234.0,303267.0,550039.0,622329.0,912707.0
KLABIN S.A.,89.637.490/0001-45,4432090.0,4826148.0,7899676.0,8675744.0,9960035.0,11803589.0,10861934.0,13673944.0,10785871.0,13892141.0,12504004.0
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,,,,,,,,,399968.0,1001603.0,1352347.0
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,,,,,,,,268135.0,1398361.0,1139963.0,1517195.0
